Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCK54,12.15,Low Fat,0.0,Household,118.515,OUT018,2009,Medium,Tier 3,Supermarket Type2,1398.18
FDK40,,Low Fat,0.021743592000000003,Frozen Foods,263.191,OUT027,1985,Medium,Tier 3,Supermarket Type3,6574.775
FDL50,12.15,Regular,0.042378864,Canned,125.4046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1867.569
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448
NCC54,17.75,Low Fat,0.09786283900000001,Health and Hygiene,239.3196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.2940000000003
FDI07,12.35,Regular,0.033951827000000004,Meat,197.2426,OUT017,2007,,Tier 2,Supermarket Type1,2966.139
FDC53,,Low Fat,0.008792906999999999,Frozen Foods,96.7384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.152
NCL29,9.695,Low Fat,0.113939434,Health and Hygiene,160.2604,OUT046,1997,Small,Tier 1,Supermarket Type1,1901.5248
FDF45,18.2,reg,0.012229463999999999,Fruits and Vegetables,56.8904,OUT045,2002,,Tier 2,Supermarket Type1,1406.1696
FDH40,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.8208
FDC46,17.7,Low Fat,0.116542484,Snack Foods,182.6266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054
FDV07,9.5,Low Fat,0.031331581000000004,Fruits and Vegetables,111.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,663.1368
NCL17,7.39,Low Fat,0.067779712,Health and Hygiene,143.8812,OUT046,1997,Small,Tier 1,Supermarket Type1,3134.5864
NCL19,15.35,Low Fat,0.015676231000000002,Others,144.047,OUT046,1997,Small,Tier 1,Supermarket Type1,286.29400000000004
FDJ28,12.3,Low Fat,0.021984639,Frozen Foods,191.2162,OUT017,2007,,Tier 2,Supermarket Type1,1924.162
FDI22,12.6,Low Fat,0.09619424,Snack Foods,210.8612,OUT035,2004,Small,Tier 2,Supermarket Type1,1254.3672
FDB37,,Regular,0.022829733999999997,Baking Goods,241.0538,OUT027,1985,Medium,Tier 3,Supermarket Type3,4566.7222
FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,OUT035,2004,Small,Tier 2,Supermarket Type1,1797.66
FDA45,21.25,Low Fat,0.155694794,Snack Foods,177.637,OUT045,2002,,Tier 2,Supermarket Type1,2999.429
FDD52,18.25,Regular,0.184041545,Dairy,110.15700000000001,OUT018,2009,Medium,Tier 3,Supermarket Type2,1867.569
NCB42,11.8,LF,0.008554052,Health and Hygiene,116.9492,OUT013,1987,High,Tier 3,Supermarket Type1,1969.4364
FDN09,14.15,Low Fat,0.034845667999999996,Snack Foods,242.7828,OUT013,1987,High,Tier 3,Supermarket Type1,3167.8764
DRM23,16.6,Low Fat,0.135707553,Hard Drinks,170.6422,OUT035,2004,Small,Tier 2,Supermarket Type1,1379.5376
FDH27,,Low Fat,0.10215795800000001,Dairy,145.0128,OUT019,1985,Small,Tier 1,Grocery Store,143.8128
FDW51,6.155,Regular,0.09504547599999999,Meat,213.456,OUT018,2009,Medium,Tier 3,Supermarket Type2,2556.672
FDZ35,,Regular,0.022170592000000003,Breads,105.199,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199.1690000000003
FDL20,17.1,Low Fat,0.0,Fruits and Vegetables,111.9886,OUT046,1997,Small,Tier 1,Supermarket Type1,3002.0922
FDF58,,Low Fat,0.009534758,Snack Foods,64.551,OUT027,1985,Medium,Tier 3,Supermarket Type3,1201.769
FDN03,,Regular,0.015016891000000001,Meat,248.6408,OUT027,1985,Medium,Tier 3,Supermarket Type3,6759.2016
NCN43,12.15,Low Fat,0.006770251999999999,Others,124.473,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73
DRN37,9.6,Low Fat,0.16118210300000002,Soft Drinks,165.3158,OUT010,1998,,Tier 3,Grocery Store,334.2316
NCI17,,Low Fat,0.14272811300000002,Health and Hygiene,95.141,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.0660000000003
NCM06,7.475,Low Fat,0.076036381,Household,153.9656,OUT018,2009,Medium,Tier 3,Supermarket Type2,2625.9152
FDK45,11.65,Low Fat,0.033926852,Seafood,111.586,OUT045,2002,,Tier 2,Supermarket Type1,3395.58
FDE17,20.1,Regular,0.054445198,Frozen Foods,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1,4836.3712
FDN12,15.6,Low Fat,0.0,Baking Goods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1454.1072
FDE04,19.75,Regular,0.018096488,Frozen Foods,179.56599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.49
DRC12,17.85,Low Fat,0.038040837,Soft Drinks,189.1188,OUT017,2007,,Tier 2,Supermarket Type1,3237.1196
FDG08,13.15,Regular,0.165616415,Fruits and Vegetables,172.6764,OUT049,1999,Medium,Tier 1,Supermarket Type1,2061.3168
FDY33,14.5,Regular,0.09735225,Snack Foods,160.7262,OUT049,1999,Medium,Tier 1,Supermarket Type1,1750.3882
FDZ38,,Low Fat,0.007962273,Dairy,174.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5173.266
FDC10,9.8,Regular,0.073289899,Snack Foods,120.8098,OUT017,2007,,Tier 2,Supermarket Type1,1325.6078
FDI09,20.75,Regular,0.12953868,Seafood,240.28799999999998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2396.88
FDK50,7.96,Low Fat,0.028478742,Canned,161.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,2750.4198
FDZ48,17.75,LF,0.07607772,Baking Goods,112.4544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424
FDI38,13.35,Regular,0.014626901000000001,Canned,207.7638,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.0846
FDH46,6.935,Regular,0.041247932,Snack Foods,101.8332,OUT013,1987,High,Tier 3,Supermarket Type1,2255.7304
FDL51,20.7,Regular,0.04745185,Dairy,214.6876,OUT013,1987,High,Tier 3,Supermarket Type1,3001.4264
FDT04,17.25,Low Fat,0.0,Frozen Foods,40.8822,OUT018,2009,Medium,Tier 3,Supermarket Type2,628.5152
FDU21,11.8,Regular,0.076705948,Snack Foods,34.7558,OUT035,2004,Small,Tier 2,Supermarket Type1,780.9834
FDQ16,19.7,LF,0.041803291,Frozen Foods,110.3912,OUT049,1999,Medium,Tier 1,Supermarket Type1,3275.736
FDW40,14.0,Regular,0.105573769,Frozen Foods,143.9812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1139.8496
NCJ19,,Low Fat,0.117607719,Others,55.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,2748.4224
NCG07,,Low Fat,0.052247805999999994,Household,190.85299999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,4554.072
FDU10,10.1,Regular,0.045878153,Snack Foods,38.5848,OUT018,2009,Medium,Tier 3,Supermarket Type2,484.7024
FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.4712,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104
FDT40,5.985,LF,0.09618555599999999,Frozen Foods,127.1678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3560.6984
FDQ59,,Regular,0.0,Breads,84.5908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3020.0688
FDP04,15.35,Low Fat,0.013869039,Frozen Foods,62.5168,OUT018,2009,Medium,Tier 3,Supermarket Type2,447.4176
FDW38,5.325,Regular,0.0,Dairy,55.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,485.3682
DRE49,20.75,Low Fat,0.0,Soft Drinks,153.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384
FDC44,,Low Fat,0.17176107699999998,Fruits and Vegetables,115.7518,OUT027,1985,Medium,Tier 3,Supermarket Type3,5351.0346
FDF24,15.5,Regular,0.025409912000000003,Baking Goods,83.2934,OUT049,1999,Medium,Tier 1,Supermarket Type1,1883.5482
NCB42,11.8,Low Fat,0.008596051,Health and Hygiene,115.3492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.8888
FDZ25,15.7,Regular,0.027617046,Canned,168.27900000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.696
FDZ56,,Low Fat,0.04506213,Fruits and Vegetables,167.5474,OUT019,1985,Small,Tier 1,Grocery Store,1010.6844
DRG48,,Low Fat,0.014484582,Soft Drinks,143.9102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3062.0142
FDB56,8.75,Regular,0.074565098,Fruits and Vegetables,186.8556,OUT013,1987,High,Tier 3,Supermarket Type1,7322.4684
FDU57,8.27,Regular,0.089479661,Snack Foods,148.6708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912
FDS28,8.18,Regular,0.08233301900000001,Frozen Foods,58.1588,OUT013,1987,High,Tier 3,Supermarket Type1,343.5528
FDZ10,17.85,Low Fat,0.04442649,Snack Foods,124.902,OUT013,1987,High,Tier 3,Supermarket Type1,1897.53
FDP26,7.785,Low Fat,0.140342195,Dairy,105.6306,OUT017,2007,,Tier 2,Supermarket Type1,627.1836
DRD15,10.6,Low Fat,0.056795923,Dairy,232.8642,OUT046,1997,Small,Tier 1,Supermarket Type1,3485.4629999999997
NCL31,,Low Fat,0.119698523,Others,143.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,3578.675
NCT29,12.6,Low Fat,0.064240743,Health and Hygiene,121.9414,OUT045,2002,,Tier 2,Supermarket Type1,1462.0968
FDP60,17.35,Low Fat,0.0,Baking Goods,102.9016,OUT046,1997,Small,Tier 1,Supermarket Type1,1922.8304
FDT14,,Regular,0.127108578,Dairy,120.744,OUT027,1985,Medium,Tier 3,Supermarket Type3,2756.4120000000003
FDI32,17.7,Low Fat,0.17464455199999998,Fruits and Vegetables,113.2834,OUT049,1999,Medium,Tier 1,Supermarket Type1,1727.751
FDS37,7.655,Low Fat,0.031994534,Canned,114.3492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872
NCV29,11.8,Low Fat,0.038235337,Health and Hygiene,177.5686,OUT010,1998,,Tier 3,Grocery Store,711.0744
NCM53,18.75,Low Fat,0.052252908,Health and Hygiene,105.728,OUT018,2009,Medium,Tier 3,Supermarket Type2,1704.4479999999999
FDW27,5.86,Regular,0.151467821,Meat,154.1314,OUT018,2009,Medium,Tier 3,Supermarket Type2,3412.8908
NCR41,,Low Fat,0.017936715,Health and Hygiene,93.7094,OUT027,1985,Medium,Tier 3,Supermarket Type3,4189.2136
NCV54,,Low Fat,0.057969482,Household,119.3124,OUT019,1985,Small,Tier 1,Grocery Store,474.0496
NCY42,6.38,Low Fat,0.015162573,Household,145.14700000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.087
FDO32,6.36,Low Fat,0.120788077,Fruits and Vegetables,45.706,OUT045,2002,,Tier 2,Supermarket Type1,838.908
NCC31,8.02,Low Fat,0.019866705,Household,154.5972,OUT035,2004,Small,Tier 2,Supermarket Type1,1402.1748
FDH21,10.395,Low Fat,0.031199027999999997,Seafood,159.4604,OUT013,1987,High,Tier 3,Supermarket Type1,316.9208
FDY39,5.305,Regular,0.047220267999999996,Meat,181.9608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.8904
FDB02,9.695,Regular,0.029158762999999997,Canned,174.537,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059
FDH16,10.5,Low Fat,0.052637055999999995,Frozen Foods,88.583,OUT049,1999,Medium,Tier 1,Supermarket Type1,808.947
FDJ27,17.7,Regular,0.12256541300000001,Meat,103.8674,OUT017,2007,,Tier 2,Supermarket Type1,1528.011
FDS55,7.02,Low Fat,0.0,Fruits and Vegetables,148.1734,OUT018,2009,Medium,Tier 3,Supermarket Type2,890.8404
FDT40,5.985,Low Fat,0.09571560800000001,Frozen Foods,125.8678,OUT013,1987,High,Tier 3,Supermarket Type1,3560.6984
FDU03,18.7,Regular,0.09209592400000001,Meat,183.3292,OUT017,2007,,Tier 2,Supermarket Type1,2006.7212
FDX16,17.85,Low Fat,0.110152524,Frozen Foods,150.205,OUT010,1998,,Tier 3,Grocery Store,149.805
FDN10,11.5,Low Fat,0.046115083,Snack Foods,120.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612
NCO41,12.5,Low Fat,0.018848862,Health and Hygiene,96.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,2167.8448
FDX51,9.5,Regular,0.022054552999999998,Meat,195.4452,OUT035,2004,Small,Tier 2,Supermarket Type1,4502.1396
FDA26,7.855,Regular,0.07390646099999999,Dairy,218.4482,OUT035,2004,Small,Tier 2,Supermarket Type1,4819.0604
NCS17,18.6,Low Fat,0.08062660099999999,Health and Hygiene,92.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,378.1744
NCO05,7.27,Low Fat,0.046749112,Health and Hygiene,100.4384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1970.7679999999998
FDS27,10.195,Regular,0.012455787,Meat,197.511,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.9320000000002
FDJ27,17.7,Regular,0.12237250400000001,Meat,101.5674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784
FDU40,20.85,Low Fat,0.062606583,Frozen Foods,192.2478,OUT010,1998,,Tier 3,Grocery Store,387.4956
NCG54,,Low Fat,0.079419801,Household,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,5475.5392
FDL46,20.35,Low Fat,0.05404670599999999,Snack Foods,119.5466,OUT035,2004,Small,Tier 2,Supermarket Type1,353.5398
FDB29,16.7,Regular,0.052708138,Frozen Foods,114.7176,OUT017,2007,,Tier 2,Supermarket Type1,2404.8696
NCU42,9.0,Low Fat,0.019546214,Household,168.1474,OUT045,2002,,Tier 2,Supermarket Type1,4211.185
FDK08,9.195,Regular,0.122494876,Fruits and Vegetables,100.1016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1416.8224
FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772
FDG50,7.405,Low Fat,0.015358176000000001,Canned,92.4146,OUT017,2007,,Tier 2,Supermarket Type1,1459.4336
NCM54,17.7,Low Fat,0.050929429000000005,Household,129.1678,OUT035,2004,Small,Tier 2,Supermarket Type1,1780.3492
FDC40,16.0,Regular,0.065051586,Dairy,76.1986,OUT035,2004,Small,Tier 2,Supermarket Type1,1090.5804
FDU24,,Regular,0.245407386,Baking Goods,92.81200000000001,OUT019,1985,Small,Tier 1,Grocery Store,93.212
FDU19,,Regular,0.046544984000000005,Fruits and Vegetables,172.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816
FDW35,10.6,LF,0.011134396999999999,Breads,42.8454,OUT018,2009,Medium,Tier 3,Supermarket Type2,167.7816
FDO56,10.195,Regular,0.045165795999999994,Fruits and Vegetables,118.4808,OUT018,2009,Medium,Tier 3,Supermarket Type2,1640.5312
FDF21,10.3,Regular,0.0,Fruits and Vegetables,189.053,OUT045,2002,,Tier 2,Supermarket Type1,5313.084
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296
FDD44,8.05,Regular,0.07884393,Fruits and Vegetables,257.0646,OUT017,2007,,Tier 2,Supermarket Type1,8760.5964
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,,Tier 3,Grocery Store,296.9468
FDT37,14.15,Low Fat,0.0,Canned,253.7014,OUT045,2002,,Tier 2,Supermarket Type1,5865.0322
FDD47,7.6,Regular,0.142292265,Starchy Foods,171.3448,OUT013,1987,High,Tier 3,Supermarket Type1,3238.4512
FDU23,12.15,Low Fat,0.02176755,Breads,164.6184,OUT045,2002,,Tier 2,Supermarket Type1,3797.7232
NCT17,10.8,Low Fat,0.042102658,Health and Hygiene,189.7214,OUT017,2007,,Tier 2,Supermarket Type1,1695.7926
DRK49,14.15,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,446.7518
DRM23,16.6,Low Fat,0.135620265,Hard Drinks,172.9422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174
FDD34,7.945,Low Fat,0.015900971,Snack Foods,163.821,OUT049,1999,Medium,Tier 1,Supermarket Type1,1794.3310000000001
FDW15,,Regular,0.054846705999999995,Meat,147.3734,OUT027,1985,Medium,Tier 3,Supermarket Type3,3266.4148
FDA45,21.25,Low Fat,0.15601263099999998,Snack Foods,177.33700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2822.992
NCM18,13.0,Low Fat,0.082970667,Household,60.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1114.5492
NCM43,14.5,Low Fat,0.019459163999999998,Others,161.621,OUT013,1987,High,Tier 3,Supermarket Type1,2120.573
FDN33,6.305,Regular,0.123115764,Snack Foods,95.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,661.8052
FDO46,,Regular,0.014143673,Snack Foods,187.3872,OUT027,1985,Medium,Tier 3,Supermarket Type3,2836.308
FDG05,11.0,Regular,0.0,Frozen Foods,155.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,625.852
NCQ42,20.35,Low Fat,0.039235527,Household,127.2678,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424
FDH33,12.85,Low Fat,0.121702394,Snack Foods,42.7428,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848
FDN08,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,OUT010,1998,,Tier 3,Grocery Store,117.8466
FDP51,,Regular,0.14930549699999998,Meat,119.6124,OUT019,1985,Small,Tier 1,Grocery Store,592.562
NCP06,20.7,Low Fat,0.039245805,Household,151.4366,OUT046,1997,Small,Tier 1,Supermarket Type1,1511.366
NCO55,12.8,Low Fat,0.091221855,Others,105.5938,OUT045,2002,,Tier 2,Supermarket Type1,2143.876
FDX31,20.35,Regular,0.0,Fruits and Vegetables,234.4958,OUT045,2002,,Tier 2,Supermarket Type1,1402.1748
NCM41,16.5,Low Fat,0.035626319,Health and Hygiene,93.11200000000001,OUT013,1987,High,Tier 3,Supermarket Type1,932.12
FDH56,9.8,Regular,0.063946629,Fruits and Vegetables,116.6492,OUT045,2002,,Tier 2,Supermarket Type1,2316.984
FDF57,14.5,Regular,0.058918844000000005,Fruits and Vegetables,169.7448,OUT049,1999,Medium,Tier 1,Supermarket Type1,3238.4512
FDY45,,Low Fat,0.026015518999999997,Snack Foods,255.8356,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356
FDB17,13.15,Low Fat,0.036746479,Frozen Foods,181.2976,OUT045,2002,,Tier 2,Supermarket Type1,3259.7568
DRH13,8.575,Low Fat,0.023866079,Soft Drinks,107.12799999999999,OUT013,1987,High,Tier 3,Supermarket Type1,958.752
NCH29,5.51,Low Fat,0.034543718,Health and Hygiene,99.7726,OUT045,2002,,Tier 2,Supermarket Type1,978.7260000000001
NCM30,19.1,Low Fat,0.067676056,Household,40.8796,OUT017,2007,,Tier 2,Supermarket Type1,371.5164
FDD29,12.15,Low Fat,0.018485511,Frozen Foods,253.1698,OUT018,2009,Medium,Tier 3,Supermarket Type2,1522.0188
FDN49,17.25,Regular,0.125224466,Breakfast,41.248000000000005,OUT046,1997,Small,Tier 1,Supermarket Type1,679.1160000000001
FDS52,8.89,Low Fat,0.005485618,Frozen Foods,99.3016,OUT045,2002,,Tier 2,Supermarket Type1,607.2096
FDF56,16.7,reg,0.199955274,Fruits and Vegetables,182.3976,OUT010,1998,,Tier 3,Grocery Store,724.3904
FDB08,6.055,Low Fat,0.031103357,Fruits and Vegetables,159.9578,OUT046,1997,Small,Tier 1,Supermarket Type1,2727.7826
FDQ59,9.8,Regular,0.056386541,Breads,84.6908,OUT046,1997,Small,Tier 1,Supermarket Type1,503.3448
FDL48,19.35,Regular,0.137697119,Baking Goods,47.1034,OUT010,1998,,Tier 3,Grocery Store,145.8102
NCY53,,Low Fat,0.058198140999999995,Health and Hygiene,110.4544,OUT027,1985,Medium,Tier 3,Supermarket Type3,4250.4672
FDW24,6.8,Low Fat,0.06276237400000001,Baking Goods,50.4034,OUT010,1998,,Tier 3,Grocery Store,48.6034
FDZ09,17.6,Low Fat,0.105472205,Snack Foods,165.6868,OUT017,2007,,Tier 2,Supermarket Type1,3111.9492
FDH10,21.0,Low Fat,0.082526478,Snack Foods,191.8478,OUT010,1998,,Tier 3,Grocery Store,774.9912
FDT11,5.94,Regular,0.029492018,Breads,188.0556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
FDW03,5.63,Regular,0.024520853999999998,Meat,102.8306,OUT013,1987,High,Tier 3,Supermarket Type1,1986.0814
FDC44,15.6,Low Fat,0.172946916,Fruits and Vegetables,114.1518,OUT045,2002,,Tier 2,Supermarket Type1,1821.6288
FDG12,,Regular,0.006295472,Baking Goods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.8038
NCN42,,Low Fat,0.014153743,Household,145.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,3825.6868
NCZ06,,Low Fat,0.09370568,Household,253.8698,OUT027,1985,Medium,Tier 3,Supermarket Type3,3297.7074
NCI43,,Low Fat,0.025842951,Household,48.6376,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDR46,16.85,Low Fat,0.139417654,Snack Foods,147.476,OUT046,1997,Small,Tier 1,Supermarket Type1,2929.52
FDR13,9.895,Regular,0.028837829,Canned,117.8492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1506.0396
NCZ42,10.5,Low Fat,0.011351778,Household,236.5248,OUT017,2007,,Tier 2,Supermarket Type1,4029.4216
FDH08,7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,OUT046,1997,Small,Tier 1,Supermarket Type1,6201.927
DRJ51,14.1,Low Fat,0.08849163,Dairy,231.1668,OUT017,2007,,Tier 2,Supermarket Type1,7602.1044
FDO32,6.36,Low Fat,0.120443298,Fruits and Vegetables,45.406000000000006,OUT013,1987,High,Tier 3,Supermarket Type1,1118.5439999999999
NCN41,17.0,Low Fat,0.052421981,Health and Hygiene,123.773,OUT018,2009,Medium,Tier 3,Supermarket Type2,1231.73
FDY31,5.98,Low Fat,0.043526599000000006,Fruits and Vegetables,148.4418,OUT013,1987,High,Tier 3,Supermarket Type1,2354.2688
FDY50,5.8,Low Fat,0.130955811,Dairy,90.3172,OUT046,1997,Small,Tier 1,Supermarket Type1,1338.2579999999998
FDI35,14.0,Low Fat,0.041283361,Starchy Foods,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,5452.901999999999
NCC31,8.02,Low Fat,0.019901356000000002,Household,157.5972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3427.5384
NCI43,19.85,Low Fat,0.026115595,Household,49.0376,OUT017,2007,,Tier 2,Supermarket Type1,143.8128
FDP39,12.65,Low Fat,0.116203156,Meat,53.5324,OUT010,1998,,Tier 3,Grocery Store,415.4592
FDQ37,20.75,Low Fat,0.14940405699999998,Breakfast,192.8478,OUT010,1998,,Tier 3,Grocery Store,774.9912
FDA23,9.8,Low Fat,0.047187038,Baking Goods,100.6016,OUT046,1997,Small,Tier 1,Supermarket Type1,1619.2256
DRF03,19.1,Low Fat,0.045270425999999996,Dairy,38.8138,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484
DRH36,,Low Fat,0.058444175999999994,Soft Drinks,73.0696,OUT019,1985,Small,Tier 1,Grocery Store,223.7088
NCX05,15.2,Low Fat,0.162462044,Health and Hygiene,117.6492,OUT010,1998,,Tier 3,Grocery Store,347.5476
FDX12,18.2,Regular,0.026064486,Baking Goods,241.8196,OUT046,1997,Small,Tier 1,Supermarket Type1,4097.3332
FDV35,19.5,Low Fat,0.128728258,Breads,155.3314,OUT018,2009,Medium,Tier 3,Supermarket Type2,3412.8908
FDZ15,13.1,Low Fat,0.020853376,Dairy,117.4782,OUT013,1987,High,Tier 3,Supermarket Type1,1906.8512
FDO25,6.3,Low Fat,0.127968205,Canned,209.627,OUT018,2009,Medium,Tier 3,Supermarket Type2,3984.813
FDK22,9.8,Low Fat,0.026081567000000003,Snack Foods,217.585,OUT035,2004,Small,Tier 2,Supermarket Type1,4327.7
DRD60,15.7,Low Fat,0.03723211,Soft Drinks,183.1634,OUT046,1997,Small,Tier 1,Supermarket Type1,5634.6654
FDZ22,9.395,Low Fat,0.045361705,Snack Foods,83.825,OUT045,2002,,Tier 2,Supermarket Type1,665.8
NCI30,20.25,Low Fat,0.059268885,Household,246.446,OUT017,2007,,Tier 2,Supermarket Type1,3695.19
DRI51,17.25,Low Fat,0.042413704,Dairy,173.1764,OUT018,2009,Medium,Tier 3,Supermarket Type2,4466.1864
FDX60,14.35,Low Fat,0.080922439,Baking Goods,80.096,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336
FDB52,17.75,low fat,0.030497325,Dairy,256.9672,OUT045,2002,,Tier 2,Supermarket Type1,1534.0032
FDP12,9.8,Regular,0.045358609,Baking Goods,36.1874,OUT045,2002,,Tier 2,Supermarket Type1,423.4488
FDT08,,LF,0.048980156,Fruits and Vegetables,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,2996.1
FDF33,7.97,LF,0.021531416,Seafood,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.0688
NCR54,16.35,Low Fat,0.0,Household,198.21099999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,2946.165
FDW50,13.1,Low Fat,0.07600554799999999,Dairy,166.1158,OUT017,2007,,Tier 2,Supermarket Type1,1169.8106
FDK41,14.3,Low Fat,0.127435585,Frozen Foods,86.8224,OUT013,1987,High,Tier 3,Supermarket Type1,852.2239999999999
FDD08,8.3,Low Fat,0.035347676,Fruits and Vegetables,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,531.3084
NCK42,7.475,Low Fat,0.013120028,Household,217.6192,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536
NCZ30,6.59,Low Fat,0.026163192000000002,Household,121.5098,OUT013,1987,High,Tier 3,Supermarket Type1,602.549
NCI54,15.2,Low Fat,0.0,Household,110.4912,OUT017,2007,,Tier 2,Supermarket Type1,1637.868
NCT05,10.895,Low Fat,0.020951848000000002,Health and Hygiene,255.3672,OUT046,1997,Small,Tier 1,Supermarket Type1,767.0016
